timestamp,total_people,Right Zone,Entance,new
2025-12-22 12:11:21,12,3,4,5
2025-12-22 12:11:22,12,4,4,4
2025-12-22 12:11:22,11,3,4,4
2025-12-22 12:11:22,12,4,4,4
2025-12-22 12:11:22,11,3,4,4
2025-12-22 12:11:22,11,3,4,4
2025-12-22 12:11:22,11,3,4,4
2025-12-22 12:11:22,15,5,5,5
2025-12-22 12:11:22,14,4,5,5
2025-12-22 12:11:23,16,5,5,6
2025-12-22 12:11:23,16,4,5,7
2025-12-22 12:11:23,15,4,5,6
2025-12-22 12:11:23,15,4,5,6
2025-12-22 12:11:23,15,4,5,6
2025-12-22 12:11:23,14,3,5,6
2025-12-22 12:11:23,14,3,5,6
2025-12-22 12:11:23,14,3,5,6
2025-12-22 12:11:23,13,3,5,5
2025-12-22 12:11:24,14,3,5,6
2025-12-22 12:11:24,14,3,5,6
2025-12-22 12:11:24,14,3,5,6
2025-12-22 12:11:24,12,3,4,5
2025-12-22 12:11:24,14,4,4,6
2025-12-22 12:11:24,12,3,4,5
2025-12-22 12:11:24,14,4,4,6
2025-12-22 12:11:24,13,3,4,6
2025-12-22 12:11:25,11,2,4,5
2025-12-22 12:11:25,10,2,3,5
2025-12-22 12:11:25,16,3,6,7
2025-12-22 12:11:25,12,3,4,5
2025-12-22 12:11:25,11,2,4,5
2025-12-22 12:11:25,11,2,4,5
2025-12-22 12:11:26,12,3,4,5
2025-12-22 12:11:26,13,2,5,6
2025-12-22 12:11:26,11,2,4,5
2025-12-22 12:11:26,11,2,4,5
2025-12-22 12:11:26,10,2,4,4
2025-12-22 12:11:26,10,2,4,4
2025-12-22 12:11:26,10,2,4,4
2025-12-22 12:11:27,9,2,4,3
2025-12-22 12:11:27,11,3,4,4
2025-12-22 12:11:27,14,3,6,5
2025-12-22 12:11:27,13,2,6,5
2025-12-22 12:11:27,14,2,6,6
2025-12-22 12:11:27,12,2,5,5
2025-12-22 12:11:28,14,2,6,6
2025-12-22 12:11:28,14,2,6,6
2025-12-22 12:11:28,10,2,4,4
2025-12-22 12:11:28,8,2,3,3
2025-12-22 12:11:28,8,2,3,3
2025-12-22 12:11:28,8,2,3,3
2025-12-22 12:11:28,11,2,5,4
2025-12-22 12:11:29,12,3,4,5
2025-12-22 12:11:29,13,3,5,5
2025-12-22 12:11:29,12,3,4,5
2025-12-22 12:11:29,11,2,4,5
2025-12-22 12:11:29,9,2,3,4
2025-12-22 12:11:29,9,2,3,4
2025-12-22 12:11:29,10,2,4,4
2025-12-22 12:11:30,9,2,3,4
2025-12-22 12:11:30,9,2,3,4
2025-12-22 12:11:30,10,2,4,4
2025-12-22 12:11:30,11,2,4,5
2025-12-22 12:11:30,10,1,4,5
2025-12-22 12:11:30,9,2,3,4
2025-12-22 12:11:30,11,2,4,5
2025-12-22 12:11:30,9,1,4,4
2025-12-22 12:11:31,9,1,4,4
2025-12-22 12:11:31,9,1,4,4
2025-12-22 12:11:31,10,1,5,4
2025-12-22 12:11:31,10,1,5,4
2025-12-22 12:11:31,9,1,4,4
2025-12-22 12:11:31,8,1,3,4
2025-12-22 12:11:32,7,1,3,3
2025-12-22 12:11:32,9,1,5,3
2025-12-22 12:11:32,10,2,4,4
2025-12-22 12:11:32,11,3,4,4
2025-12-22 12:11:32,11,3,4,4
2025-12-22 12:11:32,11,3,4,4
2025-12-22 12:11:32,10,3,4,3
2025-12-22 12:11:32,11,4,3,4
2025-12-22 12:11:33,11,4,3,4
2025-12-22 12:11:33,9,3,3,3
2025-12-22 12:11:33,9,4,2,3
2025-12-22 12:11:33,9,4,2,3
2025-12-22 12:11:33,9,4,2,3
2025-12-22 12:11:33,10,4,3,3
2025-12-22 12:11:34,9,4,2,3
2025-12-22 12:11:34,9,4,2,3
2025-12-22 12:11:34,7,3,2,2
2025-12-22 12:11:34,7,3,2,2
2025-12-22 12:11:34,7,3,2,2
2025-12-22 12:11:34,7,3,2,2
2025-12-22 12:11:34,9,5,2,2
2025-12-22 12:11:34,8,4,2,2
2025-12-22 12:11:35,8,4,2,2
2025-12-22 12:11:35,7,3,2,2
2025-12-22 12:11:35,7,3,2,2
2025-12-22 12:11:35,7,3,2,2
2025-12-22 12:11:35,8,3,3,2
2025-12-22 12:11:35,7,3,2,2
2025-12-22 12:11:35,9,3,3,3
2025-12-22 12:11:36,9,3,3,3
2025-12-22 12:11:36,9,3,3,3
2025-12-22 12:11:36,9,3,3,3
2025-12-22 12:11:36,11,4,3,4
2025-12-22 12:11:36,11,4,3,4
2025-12-22 12:11:36,11,4,3,4
2025-12-22 12:11:36,11,4,3,4
2025-12-22 12:11:36,11,4,3,4
2025-12-22 12:11:37,11,4,3,4
2025-12-22 12:11:37,13,4,4,5
2025-12-22 12:11:37,10,3,3,4
2025-12-22 12:11:37,12,3,4,5
2025-12-22 12:11:37,12,3,4,5
2025-12-22 12:11:37,12,3,4,5
2025-12-22 12:11:37,12,3,4,5
2025-12-22 12:11:37,12,3,4,5
2025-12-22 12:11:38,12,3,4,5
2025-12-22 12:11:38,12,3,4,5
2025-12-22 12:11:38,12,3,4,5
2025-12-22 12:11:38,10,3,3,4
2025-12-22 12:11:38,12,3,4,5
2025-12-22 12:11:38,11,3,4,4
2025-12-22 12:11:38,12,3,4,5
2025-12-22 12:11:38,11,3,4,4
2025-12-22 12:11:39,11,3,4,4
2025-12-22 12:11:39,10,2,4,4
2025-12-22 12:11:39,10,2,4,4
2025-12-22 12:11:39,10,2,4,4
2025-12-22 12:11:39,10,2,4,4
2025-12-22 12:11:39,10,2,4,4
2025-12-22 12:11:39,10,2,4,4
2025-12-22 12:11:39,8,2,3,3
2025-12-22 12:11:40,10,2,4,4
2025-12-22 12:11:40,10,2,4,4
2025-12-22 12:11:40,10,2,4,4
2025-12-22 12:11:40,9,2,4,3
2025-12-22 12:11:40,11,2,5,4
2025-12-22 12:11:40,11,2,5,4
2025-12-22 12:11:40,9,2,4,3
2025-12-22 12:11:40,12,3,5,4
2025-12-22 12:11:41,12,3,5,4
2025-12-22 12:11:41,11,3,4,4
2025-12-22 12:11:41,11,3,4,4
2025-12-22 12:11:41,10,3,4,3
2025-12-22 12:11:41,10,3,4,3
2025-12-22 12:11:41,10,3,4,3
2025-12-22 12:11:41,10,3,4,3
2025-12-22 12:11:41,12,3,5,4
2025-12-22 12:11:42,14,4,5,5
2025-12-22 12:11:42,14,4,5,5
2025-12-22 12:11:42,13,4,5,4
2025-12-22 12:11:42,13,4,5,4
2025-12-22 12:11:42,13,4,5,4
2025-12-22 12:11:42,13,4,5,4
2025-12-22 12:11:42,13,4,5,4
2025-12-22 12:11:42,13,4,5,4
2025-12-22 12:11:43,13,4,5,4
2025-12-22 12:11:43,13,4,5,4
2025-12-22 12:11:43,13,4,5,4
2025-12-22 12:11:43,13,4,5,4
2025-12-22 12:11:43,13,4,5,4
2025-12-22 12:11:43,13,4,5,4
2025-12-22 12:11:43,13,4,5,4
2025-12-22 12:11:44,13,4,5,4
2025-12-22 12:11:44,14,4,6,4
2025-12-22 12:11:44,14,4,6,4
2025-12-22 12:11:44,14,4,6,4
2025-12-22 12:11:44,14,4,6,4
2025-12-22 12:11:44,13,4,5,4
2025-12-22 12:11:44,14,4,5,5
2025-12-22 12:11:45,15,5,5,5
2025-12-22 12:11:45,15,5,5,5
2025-12-22 12:11:45,16,5,6,5
2025-12-22 12:11:45,16,5,6,5
2025-12-22 12:11:45,16,5,6,5
2025-12-22 12:11:45,16,5,6,5
2025-12-22 12:11:45,16,5,6,5
2025-12-22 12:11:45,14,5,5,4
2025-12-22 12:11:45,14,5,5,4
2025-12-22 12:11:46,13,4,5,4
2025-12-22 12:11:46,13,4,5,4
2025-12-22 12:11:46,12,4,4,4
2025-12-22 12:11:46,13,4,5,4
2025-12-22 12:11:46,13,4,5,4
2025-12-22 12:11:46,13,4,5,4
2025-12-22 12:11:46,14,4,5,5
2025-12-22 12:11:46,14,4,5,5
2025-12-22 12:11:47,14,4,5,5
2025-12-22 12:11:47,13,3,5,5
2025-12-22 12:11:47,13,3,5,5
2025-12-22 12:11:47,13,3,5,5
2025-12-22 12:11:47,13,3,5,5
2025-12-22 12:11:47,13,3,5,5
2025-12-22 12:11:47,11,2,5,4
2025-12-22 12:11:47,11,2,5,4
2025-12-22 12:11:48,11,2,5,4
2025-12-22 12:11:48,13,3,5,5
2025-12-22 12:11:48,13,3,5,5
2025-12-22 12:11:48,13,3,5,5
2025-12-22 12:11:48,13,3,5,5
2025-12-22 12:11:48,13,3,5,5
2025-12-22 12:11:48,13,3,5,5
2025-12-22 12:11:49,13,3,5,5
2025-12-22 12:11:49,14,4,5,5
2025-12-22 12:11:49,14,4,5,5
2025-12-22 12:11:49,14,4,5,5
2025-12-22 12:11:49,14,4,5,5
2025-12-22 12:11:49,15,4,5,6
2025-12-22 12:11:49,15,4,5,6
2025-12-22 12:11:49,15,4,5,6
2025-12-22 12:11:50,14,4,4,6
2025-12-22 12:11:50,14,4,4,6
2025-12-22 12:11:50,14,4,4,6
2025-12-22 12:11:50,14,4,4,6
2025-12-22 12:11:50,14,4,4,6
2025-12-22 12:11:50,14,4,4,6
2025-12-22 12:11:50,12,3,4,5
2025-12-22 12:11:50,12,3,4,5
2025-12-22 12:11:51,12,3,4,5
2025-12-22 12:11:51,10,2,4,4
2025-12-22 12:11:51,12,3,4,5
2025-12-22 12:11:51,11,2,4,5
2025-12-22 12:11:51,11,2,4,5
2025-12-22 12:11:51,11,2,4,5
2025-12-22 12:11:51,11,2,4,5
2025-12-22 12:11:51,11,2,4,5
2025-12-22 12:11:51,11,2,4,5
2025-12-22 12:11:52,11,2,4,5
2025-12-22 12:11:52,11,2,4,5
2025-12-22 12:11:52,12,3,4,5
2025-12-22 12:11:52,10,2,4,4
2025-12-22 12:11:52,9,2,4,3
2025-12-22 12:11:52,12,3,4,5
2025-12-22 12:11:52,12,3,4,5
2025-12-22 12:11:52,11,3,4,4
2025-12-22 12:11:52,11,3,4,4
2025-12-22 12:11:53,12,4,4,4
2025-12-22 12:11:53,12,4,4,4
2025-12-22 12:11:53,12,4,4,4
2025-12-22 12:11:53,12,4,4,4
2025-12-22 12:11:53,11,3,4,4
2025-12-22 12:11:53,12,2,5,5
2025-12-22 12:11:53,11,2,4,5
2025-12-22 12:11:53,11,2,4,5
2025-12-22 12:11:53,12,2,4,6
2025-12-22 12:11:54,11,2,4,5
2025-12-22 12:11:54,10,2,3,5
2025-12-22 12:11:54,10,2,4,4
2025-12-22 12:11:54,8,2,3,3
2025-12-22 12:11:54,7,2,2,3
2025-12-22 12:11:54,7,2,2,3
2025-12-22 12:11:54,8,2,3,3
2025-12-22 12:11:54,9,2,4,3
2025-12-22 12:11:54,8,2,3,3
2025-12-22 12:11:55,7,1,3,3
2025-12-22 12:11:55,8,1,3,4
2025-12-22 12:11:55,7,1,3,3
2025-12-22 12:11:55,9,1,4,4
2025-12-22 12:11:55,7,1,3,3
2025-12-22 12:11:55,6,1,2,3
2025-12-22 12:11:55,7,1,3,3
2025-12-22 12:11:55,7,1,3,3
2025-12-22 12:11:55,8,1,3,4
2025-12-22 12:11:56,8,1,3,4
2025-12-22 12:11:56,10,1,4,5
2025-12-22 12:11:56,10,1,4,5
2025-12-22 12:11:56,10,1,4,5
2025-12-22 12:11:56,11,2,4,5
2025-12-22 12:11:56,11,2,4,5
2025-12-22 12:11:56,11,2,4,5
2025-12-22 12:11:56,11,2,4,5
2025-12-22 12:11:56,10,1,4,5
2025-12-22 12:11:57,10,1,4,5
2025-12-22 12:11:57,9,1,3,5
2025-12-22 12:11:57,9,1,3,5
2025-12-22 12:11:57,9,1,3,5
2025-12-22 12:11:57,9,1,3,5
2025-12-22 12:11:57,9,1,3,5
2025-12-22 12:11:57,9,1,3,5
2025-12-22 12:11:57,9,1,3,5
2025-12-22 12:11:58,8,1,3,4
2025-12-22 12:11:58,8,1,3,4
2025-12-22 12:11:58,8,1,3,4
2025-12-22 12:11:58,8,1,3,4
2025-12-22 12:11:58,8,1,3,4
2025-12-22 12:11:58,8,1,3,4
2025-12-22 12:11:58,8,1,3,4
2025-12-22 12:11:58,8,1,3,4
2025-12-22 12:11:58,8,1,3,4
2025-12-22 12:11:59,8,1,3,4
2025-12-22 12:11:59,9,1,3,5
2025-12-22 12:11:59,9,1,3,5
2025-12-22 12:11:59,9,1,3,5
2025-12-22 12:11:59,9,1,3,5
2025-12-22 12:11:59,9,1,3,5
2025-12-22 12:11:59,9,1,3,5
2025-12-22 12:11:59,9,1,3,5
2025-12-22 12:12:00,7,1,2,4
2025-12-22 12:12:00,8,2,2,4
2025-12-22 12:12:00,9,2,3,4
2025-12-22 12:12:00,10,1,4,5
2025-12-22 12:12:00,11,2,4,5
2025-12-22 12:12:00,11,2,4,5
2025-12-22 12:12:00,10,1,4,5
2025-12-22 12:12:00,10,1,4,5
2025-12-22 12:12:01,10,1,4,5
2025-12-22 12:12:01,10,1,4,5
2025-12-22 12:12:01,10,1,4,5
2025-12-22 12:12:01,11,2,4,5
2025-12-22 12:12:01,10,2,4,4
2025-12-22 12:12:01,8,2,3,3
2025-12-22 12:12:01,9,1,4,4
2025-12-22 12:12:01,9,1,4,4
2025-12-22 12:12:01,9,1,4,4
2025-12-22 12:12:02,9,1,4,4
2025-12-22 12:12:02,9,1,4,4
2025-12-22 12:12:02,9,1,4,4
2025-12-22 12:12:02,9,1,4,4
2025-12-22 12:12:02,10,1,4,5
2025-12-22 12:12:02,10,1,4,5
2025-12-22 12:12:02,10,1,4,5
2025-12-22 12:12:02,8,1,3,4
2025-12-22 12:12:02,8,1,3,4
2025-12-22 12:12:03,8,1,3,4
2025-12-22 12:12:03,7,1,3,3
2025-12-22 12:12:03,8,1,3,4
2025-12-22 12:12:03,10,1,4,5
2025-12-22 12:12:03,10,1,4,5
2025-12-22 12:12:03,7,1,3,3
2025-12-22 12:12:03,9,1,4,4
2025-12-22 12:12:03,7,1,3,3
2025-12-22 12:12:04,9,1,4,4
2025-12-22 12:12:04,10,2,4,4
2025-12-22 12:12:04,10,2,4,4
2025-12-22 12:12:04,8,2,3,3
2025-12-22 12:12:04,9,1,4,4
2025-12-22 12:12:04,7,1,3,3
2025-12-22 12:12:04,7,1,3,3
2025-12-22 12:12:04,5,1,2,2
2025-12-22 12:12:05,6,1,2,3
2025-12-22 12:12:05,8,1,3,4
2025-12-22 12:12:05,8,1,3,4
2025-12-22 12:12:05,8,1,3,4
2025-12-22 12:12:05,8,1,3,4
2025-12-22 12:12:05,8,1,3,4
2025-12-22 12:12:05,8,1,3,4
2025-12-22 12:12:05,8,1,3,4
2025-12-22 12:12:05,8,1,3,4
2025-12-22 12:12:06,8,1,3,4
2025-12-22 12:12:06,8,1,3,4
2025-12-22 12:12:06,8,1,3,4
2025-12-22 12:12:06,6,1,2,3
2025-12-22 12:12:06,8,1,3,4
2025-12-22 12:12:06,8,1,3,4
2025-12-22 12:12:06,6,1,2,3
2025-12-22 12:12:06,8,1,3,4
2025-12-22 12:12:07,6,1,2,3
2025-12-22 12:12:07,6,1,2,3
2025-12-22 12:12:07,4,1,1,2
2025-12-22 12:12:07,4,1,1,2
2025-12-22 12:12:07,4,1,1,2
2025-12-22 12:12:07,6,1,2,3
2025-12-22 12:12:07,6,1,2,3
2025-12-22 12:12:07,4,1,1,2
2025-12-22 12:12:07,4,1,1,2
2025-12-22 12:12:08,4,1,1,2
2025-12-22 12:12:08,4,1,1,2
2025-12-22 12:12:08,6,1,2,3
2025-12-22 12:12:08,4,1,1,2
2025-12-22 12:12:08,5,1,2,2
2025-12-22 12:12:08,5,1,2,2
2025-12-22 12:12:08,5,1,2,2
2025-12-22 12:12:08,5,1,2,2
2025-12-22 12:12:08,6,1,3,2
2025-12-22 12:12:09,6,1,3,2
2025-12-22 12:12:09,7,2,3,2
2025-12-22 12:12:09,6,2,2,2
2025-12-22 12:12:09,7,2,2,3
2025-12-22 12:12:09,7,2,2,3
2025-12-22 12:12:09,7,2,2,3
2025-12-22 12:12:09,7,2,2,3
2025-12-22 12:12:09,7,2,2,3
2025-12-22 12:12:10,7,2,2,3
2025-12-22 12:12:10,6,2,2,2
2025-12-22 12:12:10,6,2,2,2
2025-12-22 12:12:10,7,2,3,2
2025-12-22 12:12:10,6,1,3,2
2025-12-22 12:12:10,6,1,3,2
2025-12-22 12:12:10,5,1,2,2
2025-12-22 12:12:10,6,2,2,2
2025-12-22 12:12:10,7,2,3,2
2025-12-22 12:12:11,7,2,3,2
2025-12-22 12:12:11,7,2,3,2
2025-12-22 12:12:11,6,2,2,2
2025-12-22 12:12:11,6,2,2,2
2025-12-22 12:12:11,6,2,2,2
2025-12-22 12:12:11,8,2,3,3
2025-12-22 12:12:11,8,2,3,3
2025-12-22 12:12:11,8,2,3,3
2025-12-22 12:12:11,10,2,4,4
2025-12-22 12:12:12,6,2,2,2
2025-12-22 12:12:12,7,3,2,2
2025-12-22 12:12:12,9,3,3,3
2025-12-22 12:12:12,8,2,3,3
2025-12-22 12:12:12,8,2,3,3
2025-12-22 12:12:12,8,2,3,3
2025-12-22 12:12:12,9,2,4,3
2025-12-22 12:12:12,8,2,3,3
2025-12-22 12:12:13,8,2,3,3
2025-12-22 12:12:13,8,2,3,3
2025-12-22 12:12:13,9,2,4,3
2025-12-22 12:12:13,8,2,3,3
2025-12-22 12:12:13,8,2,3,3
2025-12-22 12:12:13,7,1,3,3
2025-12-22 12:12:13,7,1,3,3
2025-12-22 12:12:13,7,1,3,3
2025-12-22 12:12:14,8,1,4,3
2025-12-22 12:12:14,8,1,4,3
2025-12-22 12:12:14,8,1,4,3
2025-12-22 12:12:14,9,2,4,3
2025-12-22 12:12:14,8,1,4,3
2025-12-22 12:12:14,8,1,4,3
2025-12-22 12:12:14,8,1,4,3
2025-12-22 12:12:14,8,1,4,3
2025-12-22 12:12:14,9,2,4,3
2025-12-22 12:12:15,9,2,4,3
2025-12-22 12:12:15,9,2,4,3
2025-12-22 12:12:15,9,2,4,3
2025-12-22 12:12:15,9,2,4,3
2025-12-22 12:12:15,8,2,4,2
2025-12-22 12:12:15,8,2,4,2
2025-12-22 12:12:15,8,2,4,2
2025-12-22 12:12:15,11,2,6,3
2025-12-22 12:12:15,11,2,6,3
2025-12-22 12:12:16,11,2,6,3
2025-12-22 12:12:16,11,2,6,3
2025-12-22 12:12:16,11,2,6,3
2025-12-22 12:12:16,11,2,6,3
2025-12-22 12:12:16,11,2,6,3
2025-12-22 12:12:16,11,2,6,3
2025-12-22 12:12:16,11,2,6,3
2025-12-22 12:12:16,10,2,5,3
2025-12-22 12:12:17,10,2,5,3
2025-12-22 12:12:17,12,2,6,4
2025-12-22 12:12:17,12,2,6,4
2025-12-22 12:12:17,12,2,6,4
2025-12-22 12:12:17,15,2,8,5
2025-12-22 12:12:17,15,2,8,5
2025-12-22 12:12:17,15,2,8,5
2025-12-22 12:12:17,15,2,8,5
2025-12-22 12:12:17,15,2,8,5
2025-12-22 12:12:18,14,2,7,5
2025-12-22 12:12:18,14,2,7,5
2025-12-22 12:12:18,14,2,7,5
2025-12-22 12:12:18,14,2,7,5
2025-12-22 12:12:18,14,2,7,5
2025-12-22 12:12:18,14,2,7,5
2025-12-22 12:12:18,14,2,7,5
2025-12-22 12:12:18,14,2,7,5
2025-12-22 12:12:18,14,2,7,5
2025-12-22 12:12:19,14,2,7,5
2025-12-22 12:12:19,14,2,7,5
2025-12-22 12:12:19,14,2,7,5
2025-12-22 12:12:19,14,2,7,5
2025-12-22 12:12:19,13,2,6,5
2025-12-22 12:12:19,14,2,7,5
2025-12-22 12:12:19,14,2,7,5
2025-12-22 12:12:19,15,2,7,6
2025-12-22 12:12:19,15,2,7,6
2025-12-22 12:12:20,15,2,7,6
2025-12-22 12:12:20,15,2,7,6
2025-12-22 12:12:20,15,2,7,6
2025-12-22 12:12:20,15,2,7,6
2025-12-22 12:12:20,15,2,7,6
2025-12-22 12:12:20,15,2,7,6
2025-12-22 12:12:20,15,2,7,6
2025-12-22 12:12:21,15,2,7,6
2025-12-22 12:12:21,15,2,7,6
2025-12-22 12:12:21,16,3,7,6
2025-12-22 12:12:21,15,3,6,6
2025-12-22 12:12:21,15,3,6,6
2025-12-22 12:12:21,16,3,7,6
2025-12-22 12:12:21,15,3,6,6
2025-12-22 12:12:21,14,3,5,6
2025-12-22 12:12:22,16,3,6,7
2025-12-22 12:12:22,16,3,6,7
2025-12-22 12:12:22,16,3,6,7
2025-12-22 12:12:22,16,3,6,7
2025-12-22 12:12:22,16,3,6,7
2025-12-22 12:12:22,16,3,6,7
2025-12-22 12:12:22,15,2,6,7
2025-12-22 12:12:23,14,3,5,6
2025-12-22 12:12:23,13,2,5,6
2025-12-22 12:12:23,16,3,6,7
2025-12-22 12:12:23,17,4,6,7
2025-12-22 12:12:23,16,3,6,7
2025-12-22 12:12:23,16,3,6,7
2025-12-22 12:12:23,16,3,6,7
2025-12-22 12:12:23,13,3,5,5
2025-12-22 12:12:23,17,3,7,7
2025-12-22 12:12:24,19,3,8,8
2025-12-22 12:12:24,17,3,7,7
2025-12-22 12:12:24,18,3,8,7
2025-12-22 12:12:24,18,3,8,7
2025-12-22 12:12:24,17,4,7,6
2025-12-22 12:12:24,19,4,8,7
2025-12-22 12:12:24,19,4,8,7
2025-12-22 12:12:24,19,4,8,7
2025-12-22 12:12:25,17,4,7,6
2025-12-22 12:12:25,16,3,7,6
2025-12-22 12:12:25,17,4,7,6
2025-12-22 12:12:25,16,4,6,6
2025-12-22 12:12:25,16,3,7,6
2025-12-22 12:12:25,17,4,7,6
2025-12-22 12:12:25,15,2,7,6
2025-12-22 12:12:25,14,2,7,5
2025-12-22 12:12:26,14,2,7,5
2025-12-22 12:12:26,14,2,7,5
2025-12-22 12:12:26,12,2,6,4
2025-12-22 12:12:26,12,2,6,4
2025-12-22 12:12:26,12,2,6,4
2025-12-22 12:12:26,12,2,6,4
2025-12-22 12:12:26,11,2,5,4
2025-12-22 12:12:26,11,2,5,4
2025-12-22 12:12:27,15,2,7,6
2025-12-22 12:12:27,13,2,6,5
2025-12-22 12:12:27,13,2,6,5
2025-12-22 12:12:27,11,2,5,4
2025-12-22 12:12:27,11,2,5,4
2025-12-22 12:12:27,12,3,5,4
2025-12-22 12:12:27,13,3,6,4
2025-12-22 12:12:27,14,3,7,4
2025-12-22 12:12:28,10,3,4,3
2025-12-22 12:12:28,11,3,5,3
2025-12-22 12:12:28,12,4,4,4
2025-12-22 12:12:28,10,4,3,3
2025-12-22 12:12:28,14,4,6,4
2025-12-22 12:12:28,15,4,7,4
2025-12-22 12:12:28,14,4,6,4
2025-12-22 12:12:28,15,4,7,4
2025-12-22 12:12:29,15,4,7,4
2025-12-22 12:12:29,15,4,7,4
2025-12-22 12:12:29,16,4,7,5
2025-12-22 12:12:29,16,4,7,5
2025-12-22 12:12:29,16,4,7,5
2025-12-22 12:12:29,16,4,6,6
2025-12-22 12:12:29,16,4,6,6
2025-12-22 12:12:29,14,3,6,5
2025-12-22 12:12:29,14,3,6,5
2025-12-22 12:12:30,13,3,5,5
2025-12-22 12:12:30,13,3,5,5
2025-12-22 12:12:30,12,3,4,5
2025-12-22 12:12:30,14,3,5,6
2025-12-22 12:12:30,12,3,5,4
2025-12-22 12:12:30,11,4,3,4
2025-12-22 12:12:30,11,4,3,4
2025-12-22 12:12:30,13,5,3,5
2025-12-22 12:12:31,13,5,3,5
2025-12-22 12:12:31,12,4,3,5
2025-12-22 12:12:31,15,4,5,6
2025-12-22 12:12:31,14,4,5,5
2025-12-22 12:12:31,14,4,5,5
2025-12-22 12:12:31,12,4,4,4
2025-12-22 12:12:31,13,4,5,4
2025-12-22 12:12:31,15,4,6,5
2025-12-22 12:12:32,13,3,5,5
2025-12-22 12:12:32,14,3,6,5
2025-12-22 12:12:32,14,3,6,5
2025-12-22 12:12:32,16,3,8,5
2025-12-22 12:12:32,16,3,8,5
2025-12-22 12:12:32,16,3,8,5
2025-12-22 12:12:32,15,3,7,5
2025-12-22 12:12:32,17,4,8,5
2025-12-22 12:12:32,17,5,7,5
2025-12-22 12:12:33,16,5,6,5
2025-12-22 12:12:33,17,5,7,5
2025-12-22 12:12:33,17,5,7,5
2025-12-22 12:12:33,16,5,6,5
2025-12-22 12:12:33,16,5,6,5
2025-12-22 12:12:33,15,5,5,5
2025-12-22 12:12:33,15,5,5,5
2025-12-22 12:12:33,15,5,5,5
2025-12-22 12:12:33,15,5,5,5
2025-12-22 12:12:34,15,5,5,5
2025-12-22 12:12:34,15,5,5,5
2025-12-22 12:12:34,14,4,5,5
2025-12-22 12:12:34,14,4,5,5
2025-12-22 12:12:34,15,4,6,5
2025-12-22 12:12:34,10,4,3,3
2025-12-22 12:12:34,9,4,3,2
2025-12-22 12:12:34,10,4,3,3
2025-12-22 12:12:34,11,4,4,3
2025-12-22 12:12:35,10,4,3,3
2025-12-22 12:12:35,11,4,4,3
2025-12-22 12:12:35,11,4,4,3
2025-12-22 12:12:35,11,4,4,3
2025-12-22 12:12:35,11,4,4,3
2025-12-22 12:12:35,9,4,3,2
2025-12-22 12:12:35,14,5,5,4
2025-12-22 12:12:35,13,4,4,5
2025-12-22 12:12:35,15,4,6,5
2025-12-22 12:12:36,14,4,5,5
2025-12-22 12:12:36,14,4,5,5
2025-12-22 12:12:36,14,4,5,5
2025-12-22 12:12:36,14,4,5,5
2025-12-22 12:12:36,13,3,5,5
2025-12-22 12:12:36,14,3,6,5
2025-12-22 12:12:36,11,3,4,4
2025-12-22 12:12:36,11,3,4,4
2025-12-22 12:12:36,11,3,4,4
2025-12-22 12:12:37,11,3,4,4
2025-12-22 12:12:37,12,4,4,4
