timestamp,total_people,Right Zone,Entance,new
2025-12-22 12:12:37,12,4,4,4
2025-12-22 12:12:37,12,4,4,4
2025-12-22 12:12:37,12,4,4,4
2025-12-22 12:12:37,12,4,4,4
2025-12-22 12:12:37,11,4,4,3
2025-12-22 12:12:37,11,4,4,3
2025-12-22 12:12:38,8,3,3,2
2025-12-22 12:12:38,11,3,4,4
2025-12-22 12:12:38,13,3,5,5
2025-12-22 12:12:38,11,3,4,4
2025-12-22 12:12:38,11,3,4,4
2025-12-22 12:12:38,10,2,4,4
2025-12-22 12:12:38,9,2,4,3
2025-12-22 12:12:39,10,2,5,3
2025-12-22 12:12:39,10,2,5,3
2025-12-22 12:12:39,11,3,5,3
2025-12-22 12:12:39,13,3,6,4
2025-12-22 12:12:39,15,4,6,5
2025-12-22 12:12:39,15,4,6,5
2025-12-22 12:12:39,14,4,5,5
2025-12-22 12:12:39,14,4,5,5
2025-12-22 12:12:40,13,4,4,5
2025-12-22 12:12:40,11,3,4,4
2025-12-22 12:12:40,11,3,4,4
2025-12-22 12:12:40,11,3,5,3
2025-12-22 12:12:40,9,3,3,3
2025-12-22 12:12:40,9,3,3,3
2025-12-22 12:12:40,9,3,3,3
2025-12-22 12:12:40,12,3,5,4
2025-12-22 12:12:41,13,3,6,4
2025-12-22 12:12:41,13,3,6,4
2025-12-22 12:12:41,14,4,6,4
2025-12-22 12:12:41,14,4,6,4
2025-12-22 12:12:41,13,3,6,4
2025-12-22 12:12:41,13,3,6,4
2025-12-22 12:12:41,12,3,5,4
2025-12-22 12:12:41,12,3,5,4
2025-12-22 12:12:42,12,3,5,4
2025-12-22 12:12:42,14,4,6,4
2025-12-22 12:12:42,11,2,6,3
2025-12-22 12:12:42,11,3,5,3
2025-12-22 12:12:42,10,3,4,3
2025-12-22 12:12:42,11,4,4,3
2025-12-22 12:12:42,13,4,5,4
2025-12-22 12:12:42,13,4,5,4
2025-12-22 12:12:43,15,4,6,5
2025-12-22 12:12:43,13,5,4,4
2025-12-22 12:12:43,15,5,5,5
2025-12-22 12:12:43,15,5,5,5
2025-12-22 12:12:43,15,5,5,5
2025-12-22 12:12:43,15,5,5,5
2025-12-22 12:12:43,17,5,6,6
2025-12-22 12:12:43,17,5,6,6
2025-12-22 12:12:44,14,4,5,5
2025-12-22 12:12:44,14,4,5,5
2025-12-22 12:12:44,14,5,5,4
2025-12-22 12:12:44,14,5,5,4
2025-12-22 12:12:44,14,5,5,4
2025-12-22 12:12:44,14,5,5,4
2025-12-22 12:12:44,14,5,5,4
2025-12-22 12:12:44,13,5,4,4
2025-12-22 12:12:45,13,5,4,4
2025-12-22 12:12:45,12,4,4,4
2025-12-22 12:12:45,12,4,4,4
2025-12-22 12:12:45,12,4,4,4
2025-12-22 12:12:45,14,4,5,5
2025-12-22 12:12:45,13,3,5,5
2025-12-22 12:12:45,13,3,5,5
2025-12-22 12:12:45,13,3,5,5
2025-12-22 12:12:46,12,3,4,5
2025-12-22 12:12:46,13,3,4,6
2025-12-22 12:12:46,13,3,4,6
2025-12-22 12:12:46,12,3,3,6
2025-12-22 12:12:46,14,3,5,6
2025-12-22 12:12:46,13,3,5,5
2025-12-22 12:12:46,12,3,4,5
2025-12-22 12:12:46,11,2,4,5
2025-12-22 12:12:47,12,2,5,5
2025-12-22 12:12:47,12,2,5,5
2025-12-22 12:12:47,12,2,5,5
2025-12-22 12:12:47,12,2,5,5
2025-12-22 12:12:47,12,2,5,5
2025-12-22 12:12:47,12,2,5,5
2025-12-22 12:12:47,10,2,3,5
2025-12-22 12:12:48,12,2,4,6
2025-12-22 12:12:48,13,2,5,6
2025-12-22 12:12:48,13,2,5,6
2025-12-22 12:12:48,13,2,5,6
2025-12-22 12:12:48,12,2,4,6
2025-12-22 12:12:48,13,2,5,6
2025-12-22 12:12:48,13,2,5,6
2025-12-22 12:12:48,13,2,5,6
2025-12-22 12:12:49,12,2,5,5
2025-12-22 12:12:49,14,2,6,6
2025-12-22 12:12:49,11,1,4,6
2025-12-22 12:12:49,12,1,6,5
2025-12-22 12:12:49,12,1,6,5
2025-12-22 12:12:49,12,1,6,5
2025-12-22 12:12:49,12,1,6,5
2025-12-22 12:12:50,12,1,6,5
2025-12-22 12:12:50,12,1,6,5
2025-12-22 12:12:50,12,1,6,5
2025-12-22 12:12:50,12,1,6,5
2025-12-22 12:12:50,12,1,6,5
2025-12-22 12:12:50,12,1,6,5
2025-12-22 12:12:50,12,1,6,5
2025-12-22 12:12:50,10,1,5,4
2025-12-22 12:12:51,9,1,4,4
2025-12-22 12:12:51,9,1,4,4
2025-12-22 12:12:51,9,1,4,4
2025-12-22 12:12:51,10,2,4,4
2025-12-22 12:12:51,10,2,4,4
2025-12-22 12:12:51,10,2,4,4
2025-12-22 12:12:51,10,2,4,4
2025-12-22 12:12:51,10,2,4,4
2025-12-22 12:12:51,10,2,4,4
2025-12-22 12:12:52,11,2,5,4
2025-12-22 12:12:52,11,3,4,4
2025-12-22 12:12:52,12,3,5,4
2025-12-22 12:12:52,14,3,6,5
2025-12-22 12:12:52,12,3,5,4
2025-12-22 12:12:52,14,3,6,5
2025-12-22 12:12:52,14,3,6,5
2025-12-22 12:12:52,15,3,6,6
2025-12-22 12:12:53,15,3,6,6
2025-12-22 12:12:53,15,3,6,6
2025-12-22 12:12:53,15,3,6,6
2025-12-22 12:12:53,15,3,6,6
2025-12-22 12:12:53,15,3,6,6
2025-12-22 12:12:53,15,3,6,6
2025-12-22 12:12:53,15,3,6,6
2025-12-22 12:12:53,14,3,5,6
2025-12-22 12:12:53,14,3,5,6
2025-12-22 12:12:54,13,3,5,5
2025-12-22 12:12:54,13,3,5,5
2025-12-22 12:12:54,14,3,5,6
2025-12-22 12:12:54,15,3,6,6
2025-12-22 12:12:54,15,3,6,6
2025-12-22 12:12:54,15,3,6,6
2025-12-22 12:12:54,13,3,5,5
2025-12-22 12:12:55,13,3,5,5
2025-12-22 12:12:55,13,3,5,5
2025-12-22 12:12:55,13,3,5,5
2025-12-22 12:12:55,13,3,5,5
2025-12-22 12:12:55,13,3,5,5
2025-12-22 12:12:55,13,3,5,5
2025-12-22 12:12:55,13,3,5,5
2025-12-22 12:12:55,15,3,6,6
2025-12-22 12:12:56,15,3,6,6
2025-12-22 12:12:56,15,3,6,6
2025-12-22 12:12:56,13,2,6,5
2025-12-22 12:12:56,12,2,6,4
2025-12-22 12:12:56,11,2,5,4
2025-12-22 12:12:56,12,3,5,4
2025-12-22 12:12:56,13,3,6,4
2025-12-22 12:12:57,11,3,4,4
2025-12-22 12:12:57,11,3,4,4
2025-12-22 12:12:57,11,3,4,4
2025-12-22 12:12:57,12,3,5,4
2025-12-22 12:12:57,12,3,5,4
2025-12-22 12:12:57,11,2,5,4
2025-12-22 12:12:57,11,2,5,4
2025-12-22 12:12:57,10,2,4,4
2025-12-22 12:12:58,10,2,4,4
2025-12-22 12:12:58,10,2,4,4
2025-12-22 12:12:58,10,2,4,4
2025-12-22 12:12:58,10,2,4,4
2025-12-22 12:12:58,11,2,5,4
2025-12-22 12:12:58,11,3,4,4
2025-12-22 12:12:58,11,2,5,4
2025-12-22 12:12:59,11,3,4,4
2025-12-22 12:12:59,11,2,5,4
2025-12-22 12:12:59,12,3,5,4
2025-12-22 12:12:59,12,3,5,4
2025-12-22 12:12:59,12,3,5,4
2025-12-22 12:12:59,12,3,5,4
2025-12-22 12:12:59,13,3,6,4
2025-12-22 12:12:59,15,3,7,5
2025-12-22 12:13:00,14,2,7,5
2025-12-22 12:13:00,14,2,7,5
2025-12-22 12:13:00,12,2,6,4
2025-12-22 12:13:00,12,2,6,4
2025-12-22 12:13:00,11,2,5,4
2025-12-22 12:13:00,12,2,6,4
2025-12-22 12:13:00,12,2,6,4
2025-12-22 12:13:00,11,2,5,4
2025-12-22 12:13:01,11,2,5,4
2025-12-22 12:13:01,12,3,5,4
2025-12-22 12:13:01,13,3,6,4
2025-12-22 12:13:01,13,3,6,4
2025-12-22 12:13:01,13,3,6,4
2025-12-22 12:13:01,10,2,4,4
2025-12-22 12:13:01,11,2,5,4
2025-12-22 12:13:01,10,2,4,4
2025-12-22 12:13:02,10,2,4,4
2025-12-22 12:13:02,10,2,4,4
2025-12-22 12:13:02,11,2,5,4
2025-12-22 12:13:02,10,1,6,3
2025-12-22 12:13:02,10,1,6,3
2025-12-22 12:13:03,10,1,6,3
2025-12-22 12:13:03,10,1,6,3
2025-12-22 12:13:03,10,1,6,3
2025-12-22 12:13:03,11,2,6,3
2025-12-22 12:13:03,11,2,6,3
2025-12-22 12:13:03,11,2,6,3
2025-12-22 12:13:03,11,2,6,3
2025-12-22 12:13:04,11,2,6,3
2025-12-22 12:13:04,11,2,6,3
2025-12-22 12:13:04,11,2,6,3
2025-12-22 12:13:04,10,2,5,3
2025-12-22 12:13:04,11,2,6,3
2025-12-22 12:13:04,12,2,6,4
2025-12-22 12:13:04,10,2,5,3
2025-12-22 12:13:04,12,2,6,4
2025-12-22 12:13:04,12,2,6,4
2025-12-22 12:13:05,12,2,6,4
2025-12-22 12:13:05,12,2,6,4
2025-12-22 12:13:05,10,2,5,3
2025-12-22 12:13:05,9,2,4,3
2025-12-22 12:13:05,10,1,5,4
2025-12-22 12:13:05,11,1,6,4
2025-12-22 12:13:05,9,2,4,3
2025-12-22 12:13:06,9,2,4,3
2025-12-22 12:13:06,10,2,5,3
2025-12-22 12:13:06,14,3,6,5
2025-12-22 12:13:06,14,3,6,5
2025-12-22 12:13:06,13,2,6,5
2025-12-22 12:13:06,13,2,6,5
2025-12-22 12:13:06,13,2,6,5
2025-12-22 12:13:06,13,2,6,5
2025-12-22 12:13:06,13,2,6,5
2025-12-22 12:13:07,12,2,5,5
2025-12-22 12:13:07,12,2,5,5
2025-12-22 12:13:07,12,2,5,5
2025-12-22 12:13:07,12,2,5,5
2025-12-22 12:13:07,12,2,5,5
2025-12-22 12:13:07,12,2,5,5
2025-12-22 12:13:07,12,2,5,5
2025-12-22 12:13:08,12,2,5,5
2025-12-22 12:13:08,11,2,4,5
2025-12-22 12:13:08,11,2,4,5
2025-12-22 12:13:08,10,2,4,4
2025-12-22 12:13:08,10,2,4,4
2025-12-22 12:13:08,14,3,5,6
2025-12-22 12:13:08,13,2,6,5
2025-12-22 12:13:09,13,2,6,5
2025-12-22 12:13:09,13,2,6,5
2025-12-22 12:13:09,13,2,6,5
2025-12-22 12:13:09,13,2,6,5
2025-12-22 12:13:09,14,3,6,5
2025-12-22 12:13:09,14,3,6,5
2025-12-22 12:13:09,14,3,6,5
2025-12-22 12:13:09,14,3,6,5
2025-12-22 12:13:09,14,3,6,5
2025-12-22 12:13:10,13,3,5,5
2025-12-22 12:13:10,12,3,5,4
2025-12-22 12:13:10,11,2,5,4
2025-12-22 12:13:10,12,2,6,4
2025-12-22 12:13:10,12,2,6,4
2025-12-22 12:13:11,12,2,6,4
2025-12-22 12:13:11,12,2,6,4
2025-12-22 12:13:11,12,3,5,4
2025-12-22 12:13:11,12,3,5,4
2025-12-22 12:13:11,12,3,5,4
2025-12-22 12:13:11,12,3,5,4
2025-12-22 12:13:11,13,4,5,4
2025-12-22 12:13:12,13,4,5,4
2025-12-22 12:13:12,13,4,5,4
2025-12-22 12:13:12,13,4,5,4
2025-12-22 12:13:12,15,4,6,5
2025-12-22 12:13:12,15,4,6,5
2025-12-22 12:13:12,13,3,6,4
2025-12-22 12:13:12,13,3,6,4
2025-12-22 12:13:12,13,3,6,4
2025-12-22 12:13:13,13,3,6,4
2025-12-22 12:13:13,13,3,6,4
2025-12-22 12:13:13,15,3,7,5
2025-12-22 12:13:13,15,3,7,5
2025-12-22 12:13:13,16,4,7,5
2025-12-22 12:13:13,16,4,7,5
2025-12-22 12:13:13,17,4,7,6
2025-12-22 12:13:14,17,4,7,6
2025-12-22 12:13:14,16,4,6,6
2025-12-22 12:13:14,16,4,6,6
2025-12-22 12:13:14,16,4,6,6
2025-12-22 12:13:14,13,3,5,5
2025-12-22 12:13:14,13,3,5,5
2025-12-22 12:13:14,13,3,5,5
2025-12-22 12:13:14,13,3,5,5
2025-12-22 12:13:15,13,3,5,5
2025-12-22 12:13:15,13,3,5,5
2025-12-22 12:13:15,12,2,5,5
2025-12-22 12:13:15,14,3,5,6
2025-12-22 12:13:15,15,4,5,6
2025-12-22 12:13:15,13,3,5,5
2025-12-22 12:13:15,13,3,5,5
2025-12-22 12:13:16,14,4,5,5
2025-12-22 12:13:16,13,3,5,5
2025-12-22 12:13:16,13,3,5,5
2025-12-22 12:13:16,14,3,6,5
2025-12-22 12:13:16,15,3,6,6
2025-12-22 12:13:16,12,3,4,5
2025-12-22 12:13:16,13,3,5,5
2025-12-22 12:13:16,13,3,5,5
2025-12-22 12:13:17,13,3,5,5
2025-12-22 12:13:17,12,2,5,5
2025-12-22 12:13:17,13,3,5,5
2025-12-22 12:13:17,14,3,6,5
2025-12-22 12:13:17,14,3,6,5
2025-12-22 12:13:17,12,3,5,4
2025-12-22 12:13:17,12,3,5,4
2025-12-22 12:13:17,12,3,5,4
2025-12-22 12:13:17,11,2,5,4
2025-12-22 12:13:18,11,2,5,4
2025-12-22 12:13:18,10,2,4,4
2025-12-22 12:13:18,10,2,4,4
2025-12-22 12:13:18,10,2,4,4
2025-12-22 12:13:18,13,2,6,5
2025-12-22 12:13:18,13,2,6,5
2025-12-22 12:13:18,13,2,6,5
2025-12-22 12:13:18,15,3,7,5
2025-12-22 12:13:19,14,3,6,5
2025-12-22 12:13:19,14,3,6,5
2025-12-22 12:13:19,14,3,6,5
2025-12-22 12:13:19,14,3,6,5
2025-12-22 12:13:19,16,3,7,6
2025-12-22 12:13:19,16,3,7,6
2025-12-22 12:13:19,14,3,6,5
2025-12-22 12:13:19,14,3,6,5
2025-12-22 12:13:20,14,3,6,5
2025-12-22 12:13:20,14,3,6,5
2025-12-22 12:13:20,14,3,6,5
2025-12-22 12:13:20,13,3,5,5
2025-12-22 12:13:20,13,3,5,5
2025-12-22 12:13:20,12,3,5,4
2025-12-22 12:13:20,12,3,5,4
2025-12-22 12:13:21,11,3,4,4
2025-12-22 12:13:21,13,3,5,5
2025-12-22 12:13:21,13,3,5,5
2025-12-22 12:13:21,12,3,4,5
2025-12-22 12:13:21,11,3,3,5
2025-12-22 12:13:21,11,3,3,5
2025-12-22 12:13:21,10,3,3,4
2025-12-22 12:13:22,10,3,3,4
2025-12-22 12:13:22,10,3,3,4
2025-12-22 12:13:22,12,3,4,5
2025-12-22 12:13:22,14,3,5,6
2025-12-22 12:13:22,13,3,4,6
2025-12-22 12:13:22,13,3,4,6
2025-12-22 12:13:22,13,3,4,6
2025-12-22 12:13:22,13,3,4,6
2025-12-22 12:13:22,13,3,4,6
2025-12-22 12:13:23,13,3,4,6
2025-12-22 12:13:23,13,3,4,6
2025-12-22 12:13:23,14,4,4,6
2025-12-22 12:13:23,14,4,4,6
2025-12-22 12:13:23,14,4,4,6
2025-12-22 12:13:23,12,4,3,5
2025-12-22 12:13:23,14,5,4,5
2025-12-22 12:13:23,14,5,4,5
2025-12-22 12:13:24,14,4,4,6
2025-12-22 12:13:24,13,3,4,6
2025-12-22 12:13:24,13,3,4,6
2025-12-22 12:13:24,13,3,4,6
2025-12-22 12:13:24,13,3,4,6
2025-12-22 12:13:24,12,4,3,5
2025-12-22 12:13:24,13,4,4,5
2025-12-22 12:13:24,14,4,4,6
2025-12-22 12:13:25,14,4,4,6
2025-12-22 12:13:25,13,3,5,5
2025-12-22 12:13:25,13,3,5,5
2025-12-22 12:13:25,13,3,5,5
2025-12-22 12:13:25,13,3,5,5
2025-12-22 12:13:25,13,3,5,5
2025-12-22 12:13:25,13,3,5,5
2025-12-22 12:13:25,13,3,5,5
2025-12-22 12:13:26,13,3,5,5
2025-12-22 12:13:26,13,3,5,5
2025-12-22 12:13:26,13,3,5,5
2025-12-22 12:13:26,13,3,5,5
2025-12-22 12:13:26,13,3,5,5
2025-12-22 12:13:26,13,3,5,5
2025-12-22 12:13:26,14,3,5,6
2025-12-22 12:13:26,14,3,5,6
2025-12-22 12:13:26,12,3,4,5
2025-12-22 12:13:27,13,3,5,5
2025-12-22 12:13:27,13,3,5,5
2025-12-22 12:13:27,13,3,5,5
2025-12-22 12:13:27,13,3,5,5
2025-12-22 12:13:27,13,3,5,5
2025-12-22 12:13:27,13,3,5,5
2025-12-22 12:13:27,14,3,5,6
2025-12-22 12:13:28,14,3,5,6
2025-12-22 12:13:28,14,3,5,6
2025-12-22 12:13:28,14,3,5,6
2025-12-22 12:13:28,14,3,5,6
2025-12-22 12:13:28,12,3,4,5
2025-12-22 12:13:28,12,3,4,5
2025-12-22 12:13:28,12,3,4,5
2025-12-22 12:13:28,12,3,4,5
2025-12-22 12:13:29,12,3,4,5
2025-12-22 12:13:29,12,3,4,5
2025-12-22 12:13:29,12,3,4,5
2025-12-22 12:13:29,13,3,4,6
2025-12-22 12:13:29,13,3,4,6
2025-12-22 12:13:29,13,2,5,6
2025-12-22 12:13:29,13,2,5,6
2025-12-22 12:13:29,14,2,6,6
2025-12-22 12:13:30,12,2,5,5
2025-12-22 12:13:30,10,2,4,4
2025-12-22 12:13:30,12,2,5,5
2025-12-22 12:13:30,10,2,4,4
2025-12-22 12:13:30,9,2,3,4
2025-12-22 12:13:30,10,2,4,4
2025-12-22 12:13:30,10,2,4,4
2025-12-22 12:13:31,10,2,4,4
2025-12-22 12:13:31,12,2,5,5
2025-12-22 12:13:31,12,2,5,5
2025-12-22 12:13:31,12,3,4,5
2025-12-22 12:13:31,12,3,4,5
2025-12-22 12:13:31,12,3,4,5
2025-12-22 12:13:31,12,3,4,5
2025-12-22 12:13:31,12,3,4,5
2025-12-22 12:13:32,12,3,4,5
2025-12-22 12:13:32,12,3,4,5
2025-12-22 12:13:32,11,3,3,5
2025-12-22 12:13:32,11,3,3,5
2025-12-22 12:13:32,11,3,3,5
2025-12-22 12:13:32,11,4,3,4
2025-12-22 12:13:33,11,4,3,4
2025-12-22 12:13:33,9,3,3,3
2025-12-22 12:13:33,10,3,4,3
2025-12-22 12:13:33,9,3,3,3
2025-12-22 12:13:33,9,3,3,3
2025-12-22 12:13:33,9,3,3,3
2025-12-22 12:13:33,10,3,4,3
2025-12-22 12:13:33,10,3,4,3
2025-12-22 12:13:34,10,3,4,3
2025-12-22 12:13:34,12,3,5,4
2025-12-22 12:13:34,11,3,4,4
2025-12-22 12:13:34,11,3,4,4
2025-12-22 12:13:34,11,3,4,4
2025-12-22 12:13:34,11,3,4,4
2025-12-22 12:13:34,11,3,4,4
2025-12-22 12:13:35,11,3,4,4
2025-12-22 12:13:35,11,3,4,4
2025-12-22 12:13:35,11,3,4,4
2025-12-22 12:13:35,12,3,5,4
2025-12-22 12:13:35,12,3,5,4
2025-12-22 12:13:35,12,3,5,4
2025-12-22 12:13:36,11,2,5,4
2025-12-22 12:13:36,10,2,4,4
2025-12-22 12:13:36,10,2,4,4
2025-12-22 12:13:36,11,3,4,4
2025-12-22 12:13:36,13,3,5,5
2025-12-22 12:13:36,11,3,4,4
2025-12-22 12:13:36,13,3,5,5
2025-12-22 12:13:36,13,3,5,5
2025-12-22 12:13:36,13,3,5,5
2025-12-22 12:13:37,13,3,5,5
2025-12-22 12:13:37,13,3,5,5
2025-12-22 12:13:37,13,3,4,6
2025-12-22 12:13:37,13,3,4,6
2025-12-22 12:13:37,13,3,4,6
2025-12-22 12:13:37,13,3,4,6
2025-12-22 12:13:37,13,3,4,6
2025-12-22 12:13:37,13,3,4,6
2025-12-22 12:13:38,13,3,4,6
2025-12-22 12:13:38,14,3,5,6
2025-12-22 12:13:38,14,3,5,6
2025-12-22 12:13:38,14,3,5,6
2025-12-22 12:13:38,14,3,5,6
2025-12-22 12:13:38,14,3,5,6
2025-12-22 12:13:38,14,3,5,6
2025-12-22 12:13:38,14,3,5,6
2025-12-22 12:13:39,14,3,5,6
2025-12-22 12:13:39,14,3,5,6
2025-12-22 12:13:39,14,3,5,6
2025-12-22 12:13:39,14,3,5,6
2025-12-22 12:13:39,15,4,5,6
2025-12-22 12:13:39,15,4,5,6
2025-12-22 12:13:39,15,4,5,6
2025-12-22 12:13:40,14,3,5,6
2025-12-22 12:13:40,13,3,5,5
2025-12-22 12:13:40,13,3,5,5
2025-12-22 12:13:40,13,3,5,5
2025-12-22 12:13:40,12,3,4,5
2025-12-22 12:13:40,13,3,5,5
2025-12-22 12:13:40,13,3,5,5
2025-12-22 12:13:41,13,3,5,5
2025-12-22 12:13:41,12,3,4,5
2025-12-22 12:13:41,12,3,4,5
2025-12-22 12:13:41,12,3,4,5
2025-12-22 12:13:41,11,3,3,5
2025-12-22 12:13:41,12,3,4,5
2025-12-22 12:13:41,11,2,4,5
2025-12-22 12:13:41,12,3,4,5
2025-12-22 12:13:42,12,3,4,5
2025-12-22 12:13:42,11,4,3,4
2025-12-22 12:13:42,11,4,3,4
2025-12-22 12:13:42,11,4,3,4
2025-12-22 12:13:42,11,3,4,4
2025-12-22 12:13:42,11,3,3,5
2025-12-22 12:13:42,11,4,3,4
2025-12-22 12:13:42,12,5,3,4
2025-12-22 12:13:42,11,4,3,4
2025-12-22 12:13:43,12,4,3,5
2025-12-22 12:13:43,11,4,2,5
2025-12-22 12:13:43,13,4,4,5
2025-12-22 12:13:43,12,4,4,4
2025-12-22 12:13:43,12,4,4,4
2025-12-22 12:13:43,13,5,4,4
2025-12-22 12:13:43,14,5,5,4
2025-12-22 12:13:44,13,4,5,4
2025-12-22 12:13:44,12,4,4,4
2025-12-22 12:13:44,13,4,5,4
2025-12-22 12:13:44,13,4,5,4
2025-12-22 12:13:44,15,5,5,5
2025-12-22 12:13:44,14,5,4,5
2025-12-22 12:13:45,13,4,5,4
2025-12-22 12:13:45,13,4,5,4
2025-12-22 12:13:45,13,4,5,4
2025-12-22 12:13:45,13,4,5,4
2025-12-22 12:13:45,12,3,5,4
2025-12-22 12:13:45,12,4,4,4
2025-12-22 12:13:46,11,3,5,3
2025-12-22 12:13:46,10,3,4,3
2025-12-22 12:13:46,11,3,5,3
2025-12-22 12:13:46,13,4,5,4
2025-12-22 12:13:46,11,3,4,4
2025-12-22 12:13:46,11,3,4,4
2025-12-22 12:13:46,11,4,3,4
2025-12-22 12:13:46,10,4,3,3
2025-12-22 12:13:47,13,5,3,5
2025-12-22 12:13:47,13,5,3,5
2025-12-22 12:13:47,13,4,4,5
2025-12-22 12:13:47,12,4,3,5
2025-12-22 12:13:47,13,4,4,5
2025-12-22 12:13:47,11,4,3,4
2025-12-22 12:13:47,11,4,3,4
2025-12-22 12:13:48,11,4,3,4
2025-12-22 12:13:48,11,4,3,4
2025-12-22 12:13:48,12,4,4,4
2025-12-22 12:13:48,12,4,4,4
2025-12-22 12:13:48,12,4,4,4
2025-12-22 12:13:48,12,4,4,4
2025-12-22 12:13:48,11,3,4,4
2025-12-22 12:13:48,10,3,3,4
2025-12-22 12:13:49,10,3,3,4
2025-12-22 12:13:49,11,4,3,4
2025-12-22 12:13:49,11,4,3,4
2025-12-22 12:13:49,12,4,4,4
2025-12-22 12:13:49,11,4,4,3
2025-12-22 12:13:49,10,3,4,3
2025-12-22 12:13:49,11,4,4,3
2025-12-22 12:13:49,10,3,4,3
2025-12-22 12:13:50,10,4,3,3
2025-12-22 12:13:50,10,3,4,3
2025-12-22 12:13:50,11,5,3,3
2025-12-22 12:13:50,13,4,5,4
2025-12-22 12:13:50,13,4,5,4
2025-12-22 12:13:50,12,4,4,4
2025-12-22 12:13:50,9,3,3,3
2025-12-22 12:13:50,11,3,4,4
2025-12-22 12:13:51,12,4,4,4
2025-12-22 12:13:51,10,4,3,3
2025-12-22 12:13:51,12,4,4,4
2025-12-22 12:13:51,12,4,4,4
2025-12-22 12:13:51,12,4,4,4
2025-12-22 12:13:51,12,4,4,4
2025-12-22 12:13:51,12,4,4,4
2025-12-22 12:13:51,12,4,4,4
2025-12-22 12:13:52,12,4,4,4
2025-12-22 12:13:52,12,4,4,4
2025-12-22 12:13:52,12,4,4,4
2025-12-22 12:13:52,11,4,4,3
2025-12-22 12:13:52,11,4,4,3
2025-12-22 12:13:52,11,4,4,3
2025-12-22 12:13:52,11,4,4,3
2025-12-22 12:13:52,10,3,4,3
2025-12-22 12:13:53,11,4,4,3
2025-12-22 12:13:53,10,4,3,3
2025-12-22 12:13:53,13,5,4,4
2025-12-22 12:13:53,9,4,2,3
2025-12-22 12:13:53,12,4,4,4
2025-12-22 12:13:53,13,5,4,4
2025-12-22 12:13:53,12,4,4,4
2025-12-22 12:13:53,14,4,5,5
2025-12-22 12:13:53,14,4,5,5
2025-12-22 12:13:54,14,4,5,5
2025-12-22 12:13:54,13,3,5,5
2025-12-22 12:13:54,13,3,5,5
2025-12-22 12:13:54,13,3,5,5
2025-12-22 12:13:54,13,3,5,5
2025-12-22 12:13:54,13,3,5,5
2025-12-22 12:13:54,13,3,5,5
2025-12-22 12:13:54,13,3,5,5
2025-12-22 12:13:55,10,2,4,4
2025-12-22 12:13:55,10,2,4,4
2025-12-22 12:13:55,10,2,4,4
2025-12-22 12:13:55,10,2,4,4
2025-12-22 12:13:55,10,2,4,4
2025-12-22 12:13:55,10,2,4,4
2025-12-22 12:13:55,10,2,4,4
2025-12-22 12:13:55,11,2,4,5
2025-12-22 12:13:56,12,2,5,5
2025-12-22 12:13:56,11,1,5,5
2025-12-22 12:13:56,13,1,6,6
2025-12-22 12:13:56,11,1,5,5
2025-12-22 12:13:56,14,2,6,6
2025-12-22 12:13:56,13,1,6,6
2025-12-22 12:13:56,13,1,6,6
2025-12-22 12:13:56,11,1,5,5
2025-12-22 12:13:56,11,1,5,5
2025-12-22 12:13:57,11,1,5,5
2025-12-22 12:13:57,11,1,5,5
2025-12-22 12:13:57,10,1,4,5
2025-12-22 12:13:57,11,1,5,5
2025-12-22 12:13:57,9,1,4,4
2025-12-22 12:13:57,11,1,5,5
2025-12-22 12:13:57,11,1,5,5
2025-12-22 12:13:57,9,1,4,4
2025-12-22 12:13:58,9,1,4,4
2025-12-22 12:13:58,9,1,4,4
2025-12-22 12:13:58,9,1,4,4
2025-12-22 12:13:58,8,1,3,4
2025-12-22 12:13:58,8,1,3,4
2025-12-22 12:13:58,9,1,4,4
2025-12-22 12:13:58,9,1,4,4
2025-12-22 12:13:58,9,1,4,4
2025-12-22 12:13:59,9,1,4,4
2025-12-22 12:13:59,11,1,5,5
2025-12-22 12:13:59,11,1,5,5
2025-12-22 12:13:59,9,1,4,4
2025-12-22 12:13:59,12,2,5,5
2025-12-22 12:13:59,12,2,5,5
2025-12-22 12:13:59,13,2,6,5
2025-12-22 12:13:59,13,2,6,5
2025-12-22 12:14:00,11,2,5,4
2025-12-22 12:14:00,10,2,4,4
2025-12-22 12:14:00,11,2,5,4
2025-12-22 12:14:00,13,2,6,5
2025-12-22 12:14:00,14,2,6,6
2025-12-22 12:14:00,14,2,6,6
2025-12-22 12:14:00,11,2,4,5
2025-12-22 12:14:00,11,2,4,5
2025-12-22 12:14:00,11,2,4,5
2025-12-22 12:14:01,13,2,5,6
2025-12-22 12:14:01,13,2,5,6
2025-12-22 12:14:01,14,2,6,6
2025-12-22 12:14:01,13,2,5,6
2025-12-22 12:14:01,13,2,5,6
2025-12-22 12:14:01,13,2,5,6
2025-12-22 12:14:01,13,2,5,6
2025-12-22 12:14:01,13,2,5,6
2025-12-22 12:14:02,13,2,5,6
2025-12-22 12:14:02,13,2,5,6
2025-12-22 12:14:02,12,2,5,5
2025-12-22 12:14:02,12,2,5,5
2025-12-22 12:14:02,13,2,5,6
2025-12-22 12:14:02,12,2,5,5
2025-12-22 12:14:02,13,2,6,5
2025-12-22 12:14:02,14,2,6,6
2025-12-22 12:14:03,14,2,6,6
2025-12-22 12:14:03,12,2,5,5
